"";"CHK_ACCT";"DURATION";"HISTORY";"NEW_CAR";"USED_CAR";"FURNITURE";"RADIO.TV";"EDUCATION";"RETRAINING";"AMOUNT";"SAV_ACCT";"EMPLOYMENT";"INSTALL_RATE";"MALE_DIV";"MALE_SINGLE";"MALE_MAR_or_WID";"CO.APPLICANT";"GUARANTOR";"PRESENT_RESIDENT";"REAL_ESTATE";"PROP_UNKN_NONE";"AGE";"OTHER_INSTALL";"RENT";"OWN_RES";"NUM_CREDITS";"JOB";"NUM_DEPENDENTS";"TELEPHONE";"FOREIGN";"RESPONSE"
"136";"3";12;"4";"0";"0";"0";"1";"0";"0";1240;"4";"4";"4";"0";"0";"0";"0";"0";"2";"1";"0";38;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"137";"3";27;"3";"0";"1";"0";"0";"0";"0";8613;"3";"2";"2";"0";"1";"0";"0";"0";"2";"0";"0";27;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"138";"1";12;"2";"0";"0";"0";"1";"0";"0";766;"2";"2";"4";"0";"1";"0";"0";"0";"3";"1";"0";66;"0";"0";"1";"1";"1";"1";"0";"0";"Bad Rating"
"139";"1";15;"4";"0";"0";"0";"1";"0";"0";2728;"4";"3";"4";"0";"1";"0";"0";"1";"2";"1";"0";35;"1";"0";"1";"3";"2";"1";"1";"0";"Good Rating"
"140";"2";12;"2";"0";"0";"0";"1";"0";"0";1881;"0";"2";"2";"0";"0";"0";"0";"0";"2";"0";"0";44;"0";"1";"0";"1";"1";"1";"1";"0";"Good Rating"
"141";"2";6;"2";"1";"0";"0";"0";"0";"0";709;"3";"1";"2";"0";"0";"1";"0";"0";"2";"1";"0";27;"0";"0";"1";"1";"0";"1";"0";"1";"Good Rating"
"142";"1";36;"2";"0";"0";"0";"1";"0";"0";4795;"0";"1";"4";"0";"0";"0";"0";"0";"1";"0";"1";30;"0";"0";"1";"1";"3";"1";"1";"0";"Good Rating"
"143";"0";27;"2";"0";"0";"0";"1";"0";"0";3416;"0";"2";"3";"0";"1";"0";"0";"0";"2";"0";"0";27;"0";"0";"1";"1";"3";"1";"0";"0";"Good Rating"
"144";"0";18;"2";"0";"0";"1";"0";"0";"0";2462;"0";"2";"2";"0";"1";"0";"0";"0";"2";"0";"0";22;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"145";"3";21;"4";"0";"0";"1";"0";"0";"0";2288;"0";"1";"4";"0";"0";"0";"0";"0";"4";"0";"0";23;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"146";"1";48;"1";"0";"0";"0";"0";"0";"1";3566;"1";"3";"4";"0";"1";"0";"0";"0";"2";"0";"0";30;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"147";"0";6;"4";"1";"0";"0";"0";"0";"0";860;"0";"4";"1";"0";"0";"0";"0";"0";"4";"0";"1";39;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"148";"3";12;"4";"1";"0";"0";"0";"0";"0";682;"1";"3";"4";"0";"0";"0";"0";"0";"3";"0";"0";51;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"149";"0";36;"4";"0";"0";"1";"0";"0";"0";5371;"0";"2";"3";"0";"1";"0";"0";"1";"2";"0";"0";28;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"150";"3";18;"4";"0";"0";"0";"1";"0";"0";1582;"3";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";46;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"151";"3";6;"2";"0";"0";"0";"1";"0";"0";1346;"1";"4";"2";"0";"1";"0";"0";"0";"4";"0";"1";42;"1";"0";"0";"1";"2";"2";"1";"0";"Good Rating"
"152";"3";10;"2";"0";"0";"0";"1";"0";"0";1924;"0";"2";"1";"0";"1";"0";"0";"0";"4";"0";"0";38;"0";"0";"1";"1";"2";"1";"1";"1";"Good Rating"
"153";"2";36;"2";"0";"0";"0";"1";"0";"0";5848;"0";"2";"4";"0";"1";"0";"0";"0";"1";"0";"0";24;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"154";"1";24;"4";"0";"1";"0";"0";"0";"0";7758;"3";"4";"2";"0";"0";"0";"0";"0";"4";"0";"1";29;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"155";"1";24;"3";"0";"0";"0";"0";"0";"1";6967;"1";"3";"4";"0";"1";"0";"0";"0";"4";"0";"0";36;"0";"1";"0";"1";"3";"1";"1";"0";"Good Rating"
"156";"0";12;"2";"0";"0";"1";"0";"0";"0";1282;"0";"2";"2";"0";"0";"0";"0";"0";"4";"0";"0";20;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"157";"0";9;"4";"0";"0";"0";"0";"0";"0";1288;"1";"4";"3";"0";"1";"0";"0";"1";"4";"1";"0";48;"0";"0";"1";"2";"2";"2";"0";"1";"Good Rating"
"158";"0";12;"1";"0";"0";"0";"0";"0";"0";339;"0";"4";"4";"0";"0";"1";"0";"0";"1";"0";"0";45;"1";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"159";"1";24;"2";"1";"0";"0";"0";"0";"0";3512;"1";"3";"2";"0";"1";"0";"0";"0";"3";"0";"0";38;"1";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"160";"3";6;"4";"0";"0";"0";"1";"0";"0";1898;"4";"2";"1";"0";"1";"0";"0";"0";"2";"1";"0";34;"0";"0";"1";"2";"1";"2";"0";"0";"Good Rating"
"161";"3";24;"4";"0";"0";"0";"1";"0";"0";2872;"1";"4";"3";"0";"1";"0";"0";"0";"4";"1";"0";36;"0";"0";"1";"1";"2";"2";"1";"0";"Good Rating"
"162";"3";18;"4";"1";"0";"0";"0";"0";"0";1055;"0";"1";"4";"0";"0";"0";"0";"0";"1";"0";"0";30;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"163";"3";15;"2";"0";"0";"0";"0";"0";"0";1262;"2";"3";"4";"0";"1";"0";"0";"0";"3";"0";"0";36;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"164";"1";10;"2";"1";"0";"0";"0";"0";"0";7308;"0";"0";"2";"0";"1";"0";"0";"0";"4";"0";"1";70;"1";"0";"0";"1";"3";"1";"1";"0";"Good Rating"
"165";"3";36;"2";"1";"0";"0";"0";"0";"0";909;"2";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";36;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"166";"3";6;"2";"0";"0";"1";"0";"0";"0";2978;"2";"2";"1";"0";"1";"0";"0";"0";"2";"0";"0";32;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"167";"0";18;"2";"0";"0";"1";"0";"0";"0";1131;"0";"0";"4";"0";"0";"0";"0";"0";"2";"0";"0";33;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"168";"1";11;"2";"0";"0";"1";"0";"0";"0";1577;"3";"1";"4";"0";"0";"0";"0";"0";"1";"1";"0";20;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"169";"3";24;"2";"0";"0";"1";"0";"0";"0";3972;"0";"3";"2";"0";"0";"0";"0";"0";"4";"0";"0";25;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"170";"1";24;"4";"0";"0";"0";"0";"0";"1";1935;"0";"4";"4";"1";"0";"0";"0";"0";"4";"1";"0";31;"0";"0";"1";"2";"2";"1";"1";"0";"Bad Rating"
"171";"0";15;"0";"1";"0";"0";"0";"0";"0";950;"0";"4";"4";"0";"1";"0";"0";"0";"3";"0";"0";33;"0";"1";"0";"2";"2";"2";"0";"0";"Bad Rating"
"172";"3";12;"2";"0";"0";"1";"0";"0";"0";763;"0";"2";"4";"0";"0";"0";"0";"0";"1";"1";"0";26;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"173";"1";24;"3";"0";"0";"1";"0";"0";"0";2064;"0";"0";"3";"0";"0";"0";"0";"0";"2";"0";"0";34;"0";"0";"1";"1";"3";"1";"1";"0";"Bad Rating"
"174";"1";8;"2";"0";"0";"0";"1";"0";"0";1414;"0";"2";"4";"0";"1";"0";"0";"1";"2";"1";"0";33;"0";"0";"1";"1";"2";"1";"0";"1";"Good Rating"
"175";"0";21;"3";"0";"0";"0";"0";"1";"0";3414;"0";"1";"2";"0";"1";"0";"0";"0";"1";"0";"0";26;"0";"0";"1";"2";"2";"1";"0";"0";"Bad Rating"
"176";"3";30;"1";"0";"1";"0";"0";"0";"0";7485;"4";"0";"4";"0";"0";"0";"0";"0";"1";"1";"0";53;"1";"0";"1";"1";"3";"1";"1";"0";"Bad Rating"
"177";"0";12;"2";"0";"0";"1";"0";"0";"0";2577;"0";"2";"2";"1";"0";"0";"0";"0";"1";"0";"0";42;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"178";"0";6;"4";"0";"0";"0";"1";"0";"0";338;"2";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";52;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"179";"3";12;"2";"0";"0";"0";"1";"0";"0";1963;"0";"3";"4";"0";"1";"0";"0";"0";"2";"0";"0";31;"0";"1";"0";"2";"3";"2";"1";"0";"Good Rating"
"180";"0";21;"4";"1";"0";"0";"0";"0";"0";571;"0";"4";"4";"0";"1";"0";"0";"0";"4";"1";"0";65;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"181";"3";36;"3";"0";"0";"0";"0";"0";"1";9572;"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";28;"0";"0";"1";"2";"2";"1";"0";"0";"Bad Rating"
"182";"1";36;"3";"0";"0";"0";"0";"0";"1";4455;"0";"2";"2";"1";"0";"0";"0";"0";"2";"1";"0";30;"1";"0";"1";"2";"3";"1";"1";"0";"Bad Rating"
"183";"0";21;"1";"1";"0";"0";"0";"0";"0";1647;"4";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";40;"0";"0";"1";"2";"1";"2";"0";"0";"Bad Rating"
"184";"3";24;"4";"0";"0";"1";"0";"0";"0";3777;"3";"2";"4";"0";"1";"0";"0";"0";"4";"1";"0";50;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"185";"1";18;"4";"1";"0";"0";"0";"0";"0";884;"0";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";36;"1";"0";"1";"1";"2";"2";"1";"0";"Bad Rating"
"186";"3";15;"4";"0";"0";"0";"1";"0";"0";1360;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";31;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"187";"1";9;"1";"0";"1";"0";"0";"0";"0";5129;"0";"4";"2";"0";"0";"0";"0";"0";"4";"0";"1";74;"1";"0";"0";"1";"3";"2";"1";"0";"Bad Rating"
"188";"1";16;"4";"1";"0";"0";"0";"0";"0";1175;"0";"0";"2";"0";"1";"0";"0";"0";"3";"0";"0";68;"0";"0";"0";"3";"0";"1";"1";"0";"Good Rating"
"189";"0";12;"2";"0";"0";"0";"1";"0";"0";674;"1";"3";"4";"0";"0";"1";"0";"0";"1";"0";"0";20;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"190";"1";18;"0";"0";"0";"1";"0";"0";"0";3244;"0";"2";"1";"0";"0";"0";"0";"0";"4";"0";"0";33;"1";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"191";"3";24;"2";"0";"0";"0";"0";"0";"1";4591;"3";"2";"2";"0";"1";"0";"0";"0";"3";"0";"0";54;"0";"0";"1";"3";"3";"1";"1";"0";"Bad Rating"
"192";"1";48;"0";"0";"0";"0";"0";"0";"1";3844;"1";"3";"4";"0";"1";"0";"0";"0";"4";"0";"1";34;"0";"0";"0";"1";"1";"2";"0";"0";"Bad Rating"
"193";"1";27;"2";"0";"0";"0";"0";"0";"1";3915;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";36;"0";"0";"1";"1";"2";"2";"1";"0";"Bad Rating"
"194";"3";6;"2";"0";"0";"0";"1";"0";"0";2108;"0";"3";"2";"0";"0";"1";"0";"0";"2";"1";"0";29;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"195";"1";45;"2";"0";"0";"0";"1";"0";"0";3031;"1";"2";"4";"0";"1";"0";"0";"1";"4";"0";"0";21;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"196";"1";9;"4";"0";"0";"0";"0";"1";"0";1501;"0";"4";"2";"0";"0";"0";"0";"0";"3";"0";"0";34;"0";"0";"1";"2";"3";"1";"1";"0";"Bad Rating"
"197";"3";6;"4";"0";"0";"0";"1";"0";"0";1382;"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";28;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"198";"1";12;"2";"0";"0";"1";"0";"0";"0";951;"1";"1";"4";"0";"0";"0";"0";"0";"4";"0";"0";27;"1";"1";"0";"4";"2";"1";"0";"0";"Bad Rating"
"199";"1";24;"2";"0";"1";"0";"0";"0";"0";2760;"4";"4";"4";"0";"1";"0";"0";"0";"4";"0";"1";36;"1";"0";"0";"1";"2";"1";"1";"0";"Good Rating"
"200";"1";18;"3";"0";"0";"1";"0";"0";"0";4297;"0";"4";"4";"1";"0";"0";"0";"0";"3";"0";"1";40;"0";"0";"1";"1";"3";"1";"1";"0";"Bad Rating"
"201";"3";9;"4";"0";"0";"0";"0";"1";"0";936;"2";"4";"4";"0";"1";"0";"0";"0";"2";"0";"0";52;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"202";"0";12;"2";"1";"0";"0";"0";"0";"0";1168;"0";"2";"4";"0";"0";"1";"0";"0";"3";"1";"0";27;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"203";"3";27;"3";"0";"0";"0";"0";"0";"1";5117;"0";"3";"3";"0";"1";"0";"0";"0";"4";"0";"0";26;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"204";"0";12;"2";"0";"0";"0";"0";"0";"0";902;"0";"3";"4";"0";"0";"1";"0";"0";"4";"0";"0";21;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"205";"3";12;"4";"1";"0";"0";"0";"0";"0";1495;"0";"4";"4";"0";"1";"0";"0";"0";"1";"1";"0";38;"0";"0";"1";"2";"1";"2";"0";"0";"Good Rating"
"206";"0";30;"4";"0";"1";"0";"0";"0";"0";10623;"0";"4";"3";"0";"1";"0";"0";"0";"4";"0";"1";38;"0";"0";"0";"3";"3";"2";"1";"0";"Good Rating"
"207";"3";12;"4";"0";"0";"1";"0";"0";"0";1935;"0";"4";"4";"0";"1";"0";"0";"0";"4";"1";"0";43;"0";"0";"1";"3";"2";"1";"1";"0";"Good Rating"
"208";"1";12;"4";"0";"0";"0";"0";"0";"0";1424;"0";"3";"4";"0";"1";"0";"0";"0";"3";"0";"0";26;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"209";"0";24;"2";"0";"0";"0";"0";"0";"1";6568;"0";"2";"2";"0";"0";"1";"0";"0";"2";"0";"0";21;"1";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"210";"3";12;"2";"0";"1";"0";"0";"0";"0";1413;"3";"3";"3";"0";"1";"0";"0";"0";"2";"0";"0";55;"0";"0";"1";"1";"2";"1";"0";"1";"Good Rating"
"211";"3";9;"4";"0";"0";"0";"1";"0";"0";3074;"4";"2";"1";"0";"1";"0";"0";"0";"2";"1";"0";33;"0";"0";"1";"2";"2";"2";"0";"0";"Good Rating"
"212";"3";36;"2";"0";"0";"0";"1";"0";"0";3835;"4";"4";"2";"0";"0";"0";"0";"0";"4";"1";"0";45;"0";"0";"1";"1";"1";"1";"1";"0";"Good Rating"
"213";"0";27;"0";"0";"0";"0";"0";"0";"1";5293;"0";"0";"2";"0";"1";"0";"0";"0";"4";"0";"0";50;"1";"0";"1";"2";"2";"1";"1";"0";"Bad Rating"
"214";"2";30;"3";"0";"0";"0";"0";"0";"1";1908;"0";"4";"4";"0";"1";"0";"0";"0";"4";"1";"0";66;"0";"0";"1";"1";"3";"1";"1";"0";"Bad Rating"
"215";"3";36;"4";"0";"0";"0";"1";"0";"0";3342;"4";"4";"4";"0";"1";"0";"0";"0";"2";"0";"0";51;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"216";"1";6;"4";"0";"0";"0";"0";"0";"0";932;"4";"3";"1";"0";"0";"0";"0";"0";"3";"0";"0";39;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"217";"0";18;"0";"0";"0";"0";"0";"0";"1";3104;"0";"3";"3";"0";"1";"0";"0";"0";"1";"0";"0";31;"1";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"218";"2";36;"2";"0";"0";"0";"1";"0";"0";3913;"0";"2";"2";"0";"1";"0";"0";"0";"2";"1";"0";23;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"219";"0";24;"2";"0";"0";"1";"0";"0";"0";3021;"0";"2";"2";"1";"0";"0";"0";"0";"2";"1";"0";24;"0";"1";"0";"1";"1";"1";"0";"0";"Good Rating"
"220";"3";10;"2";"1";"0";"0";"0";"0";"0";1364;"0";"2";"2";"0";"0";"0";"0";"0";"4";"0";"0";64;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"221";"1";12;"2";"0";"0";"0";"1";"0";"0";625;"0";"1";"4";"0";"0";"1";"0";"1";"1";"1";"0";26;"1";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"222";"0";12;"2";"0";"0";"0";"0";"1";"0";1200;"4";"2";"4";"0";"0";"0";"0";"0";"4";"0";"0";23;"1";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"223";"3";12;"2";"0";"0";"0";"1";"0";"0";707;"0";"2";"4";"0";"1";"0";"0";"0";"2";"1";"0";30;"1";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"224";"3";24;"3";"0";"0";"0";"0";"0";"1";2978;"4";"2";"4";"0";"1";"0";"0";"0";"4";"1";"0";32;"0";"0";"1";"2";"2";"2";"1";"0";"Good Rating"
"225";"3";15;"2";"0";"1";"0";"0";"0";"0";4657;"0";"2";"3";"0";"1";"0";"0";"0";"2";"0";"0";30;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"226";"3";36;"0";"0";"0";"0";"0";"0";"0";2613;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";27;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"227";"1";48;"2";"0";"0";"0";"1";"0";"0";10961;"3";"3";"1";"0";"1";"0";"1";"0";"2";"0";"1";27;"1";"0";"1";"2";"2";"1";"1";"0";"Bad Rating"
"228";"0";12;"2";"0";"0";"1";"0";"0";"0";7865;"0";"4";"4";"0";"1";"0";"0";"0";"4";"0";"1";53;"0";"0";"0";"1";"3";"1";"1";"0";"Bad Rating"
"229";"3";9;"2";"0";"0";"0";"1";"0";"0";1478;"0";"3";"4";"0";"1";"0";"0";"0";"2";"0";"0";22;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"230";"0";24;"2";"0";"0";"1";"0";"0";"0";3149;"0";"1";"4";"0";"1";"0";"0";"0";"1";"0";"1";22;"1";"0";"0";"1";"2";"1";"0";"0";"Good Rating"
"231";"2";36;"2";"0";"0";"0";"1";"0";"0";4210;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"232";"3";9;"2";"1";"0";"0";"0";"0";"0";2507;"2";"4";"2";"0";"1";"0";"0";"0";"4";"0";"1";51;"0";"0";"0";"1";"1";"1";"0";"0";"Good Rating"
"233";"3";12;"2";"0";"0";"0";"1";"0";"0";2141;"1";"3";"3";"0";"1";"0";"0";"0";"1";"0";"1";35;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"234";"1";18;"2";"0";"0";"0";"1";"0";"0";866;"0";"2";"4";"0";"0";"1";"0";"1";"2";"1";"0";25;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"235";"3";4;"4";"0";"0";"0";"1";"0";"0";1544;"0";"3";"2";"0";"1";"0";"0";"0";"1";"1";"0";42;"0";"0";"1";"3";"1";"2";"0";"0";"Good Rating"
"236";"0";24;"2";"0";"0";"0";"1";"0";"0";1823;"0";"0";"4";"0";"1";"0";"0";"0";"2";"0";"0";30;"1";"0";"1";"1";"3";"2";"0";"0";"Bad Rating"
"237";"1";6;"2";"1";"0";"0";"0";"0";"0";14555;"4";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";23;"0";"0";"1";"1";"0";"1";"1";"0";"Bad Rating"
"238";"1";21;"2";"0";"0";"0";"0";"0";"1";2767;"1";"4";"4";"1";"0";"0";"0";"0";"2";"0";"0";61;"1";"1";"0";"2";"1";"1";"0";"0";"Bad Rating"
"239";"3";12;"4";"0";"0";"0";"1";"0";"0";1291;"0";"2";"4";"0";"0";"0";"0";"0";"2";"0";"0";35;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"240";"0";30;"2";"0";"0";"0";"1";"0";"0";2522;"0";"4";"1";"0";"1";"0";"0";"1";"3";"0";"0";39;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"241";"0";24;"2";"1";"0";"0";"0";"0";"0";915;"4";"4";"4";"0";"0";"0";"0";"0";"2";"0";"0";29;"1";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"242";"3";6;"2";"0";"0";"0";"1";"0";"0";1595;"0";"3";"3";"0";"1";"0";"0";"0";"2";"0";"0";51;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"243";"0";48;"0";"0";"1";"0";"0";"0";"0";4605;"0";"4";"3";"0";"1";"0";"0";"0";"4";"0";"1";24;"0";"0";"0";"2";"2";"2";"0";"0";"Bad Rating"
"244";"3";12;"4";"0";"0";"0";"0";"0";"1";1185;"0";"2";"3";"0";"0";"0";"0";"0";"2";"1";"0";27;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"245";"3";12;"1";"0";"0";"0";"0";"0";"0";3447;"2";"2";"4";"0";"0";"0";"0";"0";"3";"1";"0";35;"0";"0";"1";"1";"1";"2";"0";"0";"Good Rating"
"246";"3";24;"2";"0";"0";"0";"0";"0";"1";1258;"0";"3";"4";"0";"1";"0";"0";"0";"1";"1";"0";25;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"247";"3";12;"4";"0";"0";"0";"1";"0";"0";717;"0";"4";"4";"0";"1";"0";"0";"0";"4";"1";"0";52;"0";"0";"1";"3";"2";"1";"0";"0";"Good Rating"
"248";"3";6;"0";"1";"0";"0";"0";"0";"0";1204;"1";"2";"4";"0";"1";"0";"0";"0";"1";"0";"1";35;"1";"1";"0";"1";"2";"1";"0";"1";"Good Rating"
"249";"2";24;"2";"0";"0";"1";"0";"0";"0";1925;"0";"2";"2";"0";"1";"0";"0";"0";"2";"1";"0";26;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"250";"3";18;"2";"0";"0";"0";"1";"0";"0";433;"0";"0";"3";"0";"0";"0";"1";"0";"4";"1";"0";22;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"251";"0";6;"4";"1";"0";"0";"0";"0";"0";666;"3";"3";"3";"0";"0";"0";"0";"0";"4";"1";"0";39;"0";"0";"1";"2";"1";"1";"1";"0";"Good Rating"
"252";"2";12;"2";"0";"0";"1";"0";"0";"0";2251;"0";"2";"1";"0";"0";"0";"0";"0";"2";"0";"0";46;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"253";"1";30;"2";"1";"0";"0";"0";"0";"0";2150;"0";"2";"4";"0";"0";"0";"0";"1";"2";"0";"1";24;"1";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"254";"3";24;"3";"0";"0";"1";"0";"0";"0";4151;"1";"2";"2";"0";"1";"0";"0";"0";"3";"0";"0";35;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"255";"1";9;"2";"0";"0";"1";"0";"0";"0";2030;"4";"3";"2";"0";"1";"0";"0";"0";"1";"0";"0";24;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"256";"1";60;"3";"0";"0";"0";"1";"0";"0";7418;"4";"2";"1";"0";"1";"0";"0";"0";"1";"1";"0";27;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"257";"3";24;"4";"0";"0";"0";"1";"0";"0";2684;"0";"2";"4";"0";"1";"0";"0";"0";"2";"1";"0";35;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"258";"0";12;"1";"0";"0";"0";"1";"0";"0";2149;"0";"2";"4";"1";"0";"0";"0";"0";"1";"0";"1";29;"0";"0";"0";"1";"2";"1";"0";"0";"Bad Rating"
"259";"3";15;"2";"0";"1";"0";"0";"0";"0";3812;"1";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";23;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"260";"3";11;"4";"0";"0";"0";"1";"0";"0";1154;"1";"0";"4";"0";"0";"0";"0";"0";"4";"1";"0";57;"0";"0";"1";"3";"1";"1";"0";"0";"Good Rating"
"261";"0";12;"2";"0";"0";"1";"0";"0";"0";1657;"0";"2";"2";"0";"1";"0";"0";"0";"2";"1";"0";27;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"262";"0";24;"2";"0";"0";"0";"1";"0";"0";1603;"0";"4";"4";"0";"0";"0";"0";"0";"4";"0";"0";55;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"263";"0";18;"4";"1";"0";"0";"0";"0";"0";5302;"0";"4";"2";"0";"1";"0";"0";"0";"4";"0";"1";36;"0";"0";"0";"3";"3";"1";"1";"0";"Good Rating"
"264";"3";12;"4";"0";"0";"0";"0";"1";"0";2748;"0";"4";"2";"0";"0";"0";"0";"0";"4";"0";"1";57;"1";"0";"0";"3";"1";"1";"0";"0";"Good Rating"
"265";"3";10;"4";"1";"0";"0";"0";"0";"0";1231;"0";"4";"3";"0";"1";"0";"0";"0";"4";"1";"0";32;"0";"0";"1";"2";"1";"2";"0";"1";"Good Rating"
"266";"1";15;"2";"0";"0";"0";"1";"0";"0";802;"0";"4";"4";"0";"1";"0";"0";"0";"3";"0";"0";37;"0";"0";"1";"1";"2";"2";"0";"0";"Bad Rating"
"267";"3";36;"4";"0";"0";"0";"0";"0";"1";6304;"4";"4";"4";"0";"1";"0";"0";"0";"4";"1";"0";36;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"268";"3";24;"2";"0";"0";"0";"1";"0";"0";1533;"0";"1";"4";"0";"0";"0";"0";"0";"3";"0";"0";38;"1";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"269";"0";14;"2";"1";"0";"0";"0";"0";"0";8978;"0";"4";"1";"1";"0";"0";"0";"0";"4";"0";"0";45;"0";"0";"1";"1";"3";"1";"1";"1";"Bad Rating"
"270";"3";24;"2";"0";"0";"0";"1";"0";"0";999;"4";"4";"4";"0";"1";"0";"0";"0";"2";"0";"0";25;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"271";"3";18;"2";"1";"0";"0";"0";"0";"0";2662;"4";"3";"4";"0";"1";"0";"0";"0";"3";"0";"0";32;"0";"0";"1";"1";"2";"1";"0";"1";"Good Rating"
"272";"3";12;"4";"0";"0";"1";"0";"0";"0";1402;"2";"3";"3";"0";"0";"0";"0";"0";"4";"0";"0";37;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"273";"1";48;"1";"1";"0";"0";"0";"0";"0";12169;"4";"0";"4";"0";"1";"0";"1";"0";"4";"0";"1";36;"0";"0";"0";"1";"3";"1";"1";"0";"Good Rating"
